AccommodationId,AvailabilityId,CalenderDate,Available,Price,AdjustedPrice,MinimumNights,MaximumNights
43869844,1,2020-10-17,false,110.00,110.00,5,1125
43920125,2,2021-04-06,false,200.00,200.00,3,14
43920125,3,2021-04-07,false,200.00,200.00,3,14
43920125,4,2021-04-08,false,200.00,200.00,3,14
43920125,5,2021-04-09,false,200.00,200.00,3,14
43920125,6,2021-04-10,false,200.00,200.00,3,14
43920125,7,2021-04-11,false,200.00,200.00,3,14
43920125,8,2021-04-12,false,200.00,200.00,3,14
43920125,9,2021-04-13,false,200.00,200.00,3,14
43920125,10,2021-04-14,false,200.00,200.00,3,14
43920125,11,2021-04-15,false,200.00,200.00,3,14
43920125,12,2021-04-16,false,200.00,200.00,3,14
43920125,13,2021-04-17,false,200.00,200.00,3,14
43920125,14,2021-04-18,false,200.00,200.00,3,14
43920125,15,2021-04-19,false,200.00,200.00,3,14
43920125,16,2021-04-20,false,200.00,200.00,3,14
43920125,17,2021-04-21,false,200.00,200.00,3,14
43920125,18,2021-04-22,false,200.00,200.00,3,14
43920125,19,2021-04-23,false,200.00,200.00,3,14
43920125,20,2021-04-24,false,200.00,200.00,3,14
43920125,21,2021-04-25,false,200.00,200.00,3,14
43920125,22,2021-04-26,false,200.00,200.00,3,14
43920125,23,2021-04-27,false,200.00,200.00,3,14
43920125,24,2021-04-28,false,200.00,200.00,3,14
43920125,25,2021-04-29,false,200.00,200.00,3,14
43920125,26,2021-04-30,false,200.00,200.00,3,14
43920125,27,2021-05-01,false,200.00,200.00,3,14
43920125,28,2021-05-02,false,200.00,200.00,3,14
43920125,29,2021-05-03,false,200.00,200.00,3,14
43920125,30,2021-05-04,false,200.00,200.00,3,14
43920125,31,2021-05-05,false,200.00,200.00,3,14
43920125,32,2021-05-06,false,200.00,200.00,3,14
43920125,33,2021-05-07,false,200.00,200.00,3,14
43920125,34,2021-05-08,false,200.00,200.00,3,14
43920125,35,2021-05-09,false,200.00,200.00,3,14
43920125,36,2021-05-10,false,200.00,200.00,3,14
43920125,37,2021-05-11,false,200.00,200.00,3,14
43920125,38,2021-05-12,false,200.00,200.00,3,14
43920125,39,2021-05-13,false,200.00,200.00,3,14
43920125,40,2021-05-14,false,200.00,200.00,3,14
43920125,41,2021-05-15,false,200.00,200.00,3,14
43920125,42,2021-05-16,false,200.00,200.00,3,14
43920125,43,2021-05-17,false,200.00,200.00,3,14
43920125,44,2021-05-18,false,200.00,200.00,3,14
43920125,45,2021-05-19,false,200.00,200.00,3,14
43920125,46,2021-05-20,false,200.00,200.00,3,14
43920125,47,2021-05-21,false,200.00,200.00,3,14
43920125,48,2021-05-22,false,200.00,200.00,3,14
43920125,49,2021-05-23,false,200.00,200.00,3,14
43920125,50,2021-05-24,false,200.00,200.00,3,14
43920125,51,2021-05-25,false,200.00,200.00,3,14
43920125,52,2021-05-26,false,200.00,200.00,3,14
43920125,53,2021-05-27,false,200.00,200.00,3,14
43920125,54,2021-05-28,false,200.00,200.00,3,14
43920125,55,2021-05-29,false,200.00,200.00,3,14
43920125,56,2021-05-30,false,200.00,200.00,3,14
43920125,57,2021-05-31,false,200.00,200.00,3,14
43920125,58,2021-06-01,false,200.00,200.00,3,14
43920125,59,2021-06-02,false,200.00,200.00,3,14
43920125,60,2021-06-03,false,200.00,200.00,3,14
43920125,61,2021-06-04,false,200.00,200.00,3,14
43920125,62,2021-06-05,false,200.00,200.00,3,14
43920125,63,2021-06-06,false,200.00,200.00,3,14
43920125,64,2021-06-07,false,200.00,200.00,3,14
43920125,65,2021-06-08,false,200.00,200.00,3,14
43920125,66,2021-06-09,false,200.00,200.00,3,14
43920125,67,2021-06-10,false,200.00,200.00,3,14
43920125,68,2021-06-11,false,200.00,200.00,3,14
43920125,69,2021-06-12,false,200.00,200.00,3,14
43920125,70,2021-06-13,false,200.00,200.00,3,14
43920125,71,2021-06-14,false,200.00,200.00,3,14
43920125,72,2021-06-15,false,200.00,200.00,3,14
43920125,73,2021-06-16,false,200.00,200.00,3,14
43920125,74,2021-06-17,false,200.00,200.00,3,14
43920125,75,2021-06-18,false,200.00,200.00,3,14
43920125,76,2021-06-19,false,200.00,200.00,3,14
43920125,77,2021-06-20,false,200.00,200.00,3,14
43920125,78,2021-06-21,false,200.00,200.00,3,14
43920125,79,2021-06-22,false,200.00,200.00,3,14
43920125,80,2021-06-23,false,200.00,200.00,3,14
43920125,81,2021-06-24,false,200.00,200.00,3,14
43920125,82,2021-06-25,false,200.00,200.00,3,14
43920125,83,2021-06-26,false,200.00,200.00,3,14
43920125,84,2021-06-27,false,200.00,200.00,3,14
43920125,85,2021-06-28,false,200.00,200.00,3,14
43920125,86,2021-06-29,false,200.00,200.00,3,14
43920125,87,2021-06-30,false,200.00,200.00,3,14
43920125,88,2021-07-01,false,200.00,200.00,3,14
43920125,89,2021-07-02,false,200.00,200.00,3,14
43920125,90,2021-07-03,false,200.00,200.00,3,14
43920125,91,2021-07-04,false,200.00,200.00,3,14
43920125,92,2021-07-05,false,200.00,200.00,3,14
43920125,93,2021-07-06,false,200.00,200.00,3,14
43920125,94,2021-07-07,false,200.00,200.00,3,14
43920125,95,2021-07-08,false,200.00,200.00,3,14
43920125,96,2021-07-09,false,200.00,200.00,3,14
43920125,97,2021-07-10,false,200.00,200.00,3,14
43920125,98,2021-07-11,false,200.00,200.00,3,14
43920125,99,2021-07-12,false,200.00,200.00,3,14
43920125,100,2021-07-13,false,200.00,200.00,3,14
43920125,101,2021-07-14,false,200.00,200.00,3,14
43920125,102,2021-07-15,false,200.00,200.00,3,14
43920125,103,2021-07-16,false,200.00,200.00,3,14
43920125,104,2021-07-17,false,200.00,200.00,3,14
43920125,105,2021-07-18,false,200.00,200.00,3,14
43920125,106,2021-07-19,false,200.00,200.00,3,14
43920125,107,2021-07-20,false,200.00,200.00,3,14
43920125,108,2021-07-21,false,200.00,200.00,3,14
43977421,109,2021-02-22,false,165.00,165.00,4,1125
43977421,110,2021-02-23,false,165.00,165.00,4,1125
43977421,111,2021-02-24,false,165.00,165.00,4,1125
43977421,112,2021-02-25,false,165.00,165.00,4,1125
43977421,113,2021-02-26,false,165.00,165.00,4,1125
43977421,114,2021-02-27,false,165.00,165.00,4,1125
43977421,115,2021-02-28,false,165.00,165.00,4,1125
43977421,116,2021-03-01,false,165.00,165.00,4,1125
43977421,117,2021-03-02,false,165.00,165.00,4,1125
43977421,118,2021-03-03,false,165.00,165.00,4,1125
43977421,119,2021-03-04,false,165.00,165.00,4,1125
43977421,120,2021-03-05,false,165.00,165.00,4,1125
43977421,121,2021-03-06,false,165.00,165.00,4,1125
43977421,122,2021-03-07,false,165.00,165.00,4,1125
43977421,123,2021-03-08,false,165.00,165.00,4,1125
43977421,124,2021-03-09,false,165.00,165.00,4,1125
43977421,125,2021-03-10,false,165.00,165.00,4,1125
43977421,126,2021-03-11,false,165.00,165.00,4,1125
43977421,127,2021-03-12,false,165.00,165.00,4,1125
43977421,128,2021-03-13,false,165.00,165.00,4,1125
43977421,129,2021-03-14,false,165.00,165.00,4,1125
43977421,130,2021-03-15,false,165.00,165.00,4,1125
43977421,131,2021-03-16,false,165.00,165.00,4,1125
43977421,132,2021-03-17,false,165.00,165.00,4,1125
